x,y,yaw
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.4380776422505767
-0.4192896327908448,0.25021743541547065,0.43825217517577597
-0.4189420908695272,0.25038030992132043,0.43825217517577597
-0.4187103962553155,0.2504888929252203,0.43825217517577597
-0.41855593317917433,0.2505612815944869,0.4379031093253774
-0.4185173110953887,0.250579365281255,0.43458698374658816
-0.41847862925629403,0.25059732079314767,0.426558469187414
-0.4183233302683627,0.2506678983085239,0.414341164423454
-0.4181281432140134,0.2507537420088826,0.4089306437422715
-0.41801075402144583,0.25080461384014496,0.4042182547618869
-0.417893126405314,0.2508549319250728,0.39880773408070436
-0.4177752282651669,0.25090461284995863,0.3930481475491232
-0.41757825772408613,0.2509862812834148,0.3846705671395503
-0.41734108035819356,0.2510822998238062,0.3787364476827695
-0.41722220887214634,0.25112960453342986,0.3728023282259887
-0.41714277546998174,0.2511606701889493,0.36704274169440754
-0.41702335895649006,0.2512065816477929,0.361632221013225
-0.4168638080640928,0.2512669345604352,0.3546509040052479
-0.41658386346270976,0.2513706003176894,0.3508111796508604
-0.4163435715330003,0.25145853467677115,0.34766958699727035
-0.41614309903516744,0.25153118386595796,0.34435346141848105
-0.41598252918799944,0.2515887710651399,0.3406882699892932
-0.415701164474496,0.25168851808046216,0.3344050846821136
-0.41545946228781405,0.2517724985302334,0.3300417615521278
-0.4151770515828652,0.25186924439733316,0.32567843842214184
-0.41501543435501226,0.2519238230835605,0.321315115292156
-0.414813117063685,0.25199116430946883,0.31677725923697087
-0.4146915445884856,0.25203101777884784,0.3103195410045916
-0.4144884990868522,0.2520961303839506,0.3066543495754037
-0.41428521629940834,0.2521604983527385,0.3036872898470134
-0.4141224379986259,0.25221150998007535,0.30089476304382234
-0.4139187878520697,0.2522747060629007,0.29792770331543217
-0.4137149510956469,0.25233729762629276,0.2928662484846485
-0.4134699699574847,0.2524111684929142,0.28955012290585924
-0.41326561599432293,0.2524720502210181,0.28588493147667116
-0.4129382948211323,0.2525682619401473,0.2816961412718848
-0.4126925038377771,0.2526393917896615,0.27715828521669966
-0.4124053740710897,0.2527210745060255,0.2698279023583234
-0.4120765502853132,0.252812018242612,0.26476644752753975
-0.4119119103455744,0.2528566573686336,0.26005405854715513
-0.41174706187773263,0.25290052015444797,0.25569073541716936
-0.4116232831636048,0.2529328774670144,0.25202554398798105
-0.411416789033256,0.2529860498396182,0.24870941840919203
-0.4110861181197909,0.2530700295532687,0.24469516112960507
-0.41083786409642986,0.25313201828511317,0.2417281014012147
-0.41058942724181313,0.25319327016066634,0.23841197582242568
-0.41034078863464757,0.2532536978531375,0.23457225146803773
-0.4100089635688068,0.2533329945806641,0.23073252711365022
-0.4096768364722639,0.25341101660998056,0.22549653935766736
-0.4093443054079135,0.2534872985643254,0.22200588085367867
-0.4090947089237866,0.2535436391190094,0.21868975527488943
-0.40884492698001373,0.25359915167214553,0.21572269554649903
-0.40851166624251745,0.25367217992804775,0.21275563581810866
-0.4082615592804258,0.2537262092765902,0.20856684561332228
-0.40796950634809476,0.2537880207139414,0.206472450510929
-0.40771906484872517,0.25384047753794114,0.20455258833373535
-0.40742676614315365,0.25390111610480925,0.2026327261565415
-0.40713435155865013,0.2539611933870399,0.20018926520374958
-0.4068417910507298,0.25402055598701656,0.1965240737745615
-0.40650718977341155,0.25408717303088424,0.19425514574696878
-0.4061305942625644,0.2541612629285675,0.19181168479417662
-0.40579568277615774,0.25422630246723094,0.1890191579909859
-0.40541870449556416,0.25429841950883436,0.1862266311877949
-0.4050834349851399,0.2543615875442364,0.18186330805780912
-0.4047898357871363,0.2544155790250665,0.17889624832941875
-0.4044960776857603,0.2544686991431628,0.17610372152622777
-0.4042441588613508,0.2545135273585942,0.17331119472303705
-0.40399211583536765,0.2545576519100809,0.17086773377024492
-0.4037399657452844,0.2546011604731652,0.16807520696705394
-0.4034456500387565,0.2546510987747138,0.1665044106402591
-0.40315125625245757,0.2547005747048129,0.16475908138826467
-0.4028988450898954,0.25474254216845604,0.16283921921107103
-0.40260427194263365,0.2547909387590684,0.16057029118347832
-0.40230958974532127,0.25483866686041057,0.15742869852988847
-0.40197264039089714,0.25489215497002227,0.15550883635269486
-0.40163558896771323,0.2549449960851351,0.15323990832510215
-0.40129841851952086,0.2549970723194694,0.15062191444711057
-0.4009611128916858,0.25504826566618044,0.14782938764391984
-0.4006658465293389,0.25509223547783605,0.14364059743913327
-0.4004126054278286,0.2551288634384191,0.1408480706359425
-0.4001170392962143,0.25517077084722867,0.13840460968315035
-0.3998636098833935,0.25520607234447656,0.13613568165555767
-0.39965235250257913,0.2552350110059573,0.1340412865531646
-0.399398771470873,0.25526920637625045,0.13159782560037248
-0.3991451076412005,0.2553027820297291,0.13020156219877688
-0.39889139717835237,0.2553360034690724,0.12845623294678266
-0.3986376291196069,0.2553687820497491,0.12671090369478843
-0.3983415000910486,0.25540650694226996,0.12461650859239516
-0.39808760804260807,0.2554383108843105,0.12112585008840648
-0.39779127293813643,0.25547438130055933,0.11920598791121284
-0.39749486912960574,0.25550988272812336,0.11728612573401895
-0.3971983977095218,0.25554481503614895,0.11519173063162567
-0.39681712693999915,0.25558892956931584,0.11257373675363436
-0.39643574198562426,0.25563204578790444,0.10838494654884778
-0.39613897137569787,0.2556643378016926,0.1054178868204576
-0.3958421062598791,0.2556957491385071,0.10279989294246607
-0.3955451599268069,0.25572638317750873,0.1001818990644745
-0.3952905666281594,0.25575197448998854,0.09773843811168237
-0.39507835406988145,0.25577278211325377,0.09459684545809255
-0.3948236218138566,0.2557969511167734,0.09285151620609831
