x,y,yaw
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.0001745329251994221
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.0001745329251994221
0.0,0.0,-0.0001745329251994221
0.0,0.0,-0.0001745329251994221
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.0001745329251994221
0.0,0.0,-0.0001745329251994221
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.00034906585039887195
0.0,0.0,-0.00034906585039887195
4.26460415686131e-05,-1.4886277370909501e-08,-0.00034906585039887195
8.52920831372262e-05,-2.9772554741819003e-08,-0.00034906585039887195
8.52920831372262e-05,-2.9772554741819003e-08,-0.00034906585039887195
8.52920831372262e-05,-2.9772554741819003e-08,-0.0005235987755982939
8.52920831372262e-05,-2.9772554741819003e-08,-0.0005235987755982939
0.00021323019810001986,-9.67608012104277e-08,-0.0005235987755982939
0.0002558762364209511,-1.1909021669996393e-07,-0.00034906585039887195
0.0003411683195581773,-1.4886277144178294e-07,-0.00034906585039887195
0.0003411683195581773,-1.4886277144178294e-07,-0.0005235987755982939
0.0003411683195581773,-1.4886277144178294e-07,-0.0005235987755982939
0.00042646039620003977,-1.935216024208554e-07,-0.0006981317007977162
0.0005117524637483933,-2.5306670827679554e-07,-0.0006981317007977162
0.0005117524637483933,-2.5306670827679554e-07,-0.0008726646259971659
0.0005970445196050928,-3.274980871957581e-07,-0.001047197551196588
0.0006396905403885433,-3.7215691205309466e-07,-0.001047197551196588
0.0007676286027388948,-5.061333866251044e-07,-0.001047197551196588
0.0008955666650892464,-6.401098611971141e-07,-0.0012217304763960102
0.0010235047021076838,-7.964157378815329e-07,-0.0013962634015954598
0.0011087967073005558,-9.155059205718544e-07,-0.0012217304763960102
0.0011940887319795142,-1.019709838361467e-06,-0.001047197551196588
0.0013646728151133162,-1.1983451377908132e-06,-0.001047197551196588
0.0015352568982471182,-1.3769804372201595e-06,-0.0012217304763960102
0.0016631949352655558,-1.5332863139045783e-06,-0.001047197551196588
0.0017911329976159074,-1.667262788476588e-06,-0.001047197551196588
0.0019617170807497094,-1.8458980879059343e-06,-0.0012217304763960102
0.0022602391671260637,-2.210611800169578e-06,-0.0013962634015954598
0.0025161151827046797,-2.5678823482405425e-06,-0.0012217304763960102
0.002771991256741555,-2.88049410160938e-06,-0.0013962634015954598
0.002942575267127299,-3.118674466990023e-06,-0.0013962634015954598
0.003241097285302351,-3.535490106406148e-06,-0.0013962634015954598
0.003582265306073839,-4.011850837167434e-06,-0.0012217304763960102
0.003923433404789672,-4.428666508325884e-06,-0.0015707963267949099
0.004264601337224242,-4.964572284179228e-06,-0.0013962634015954598
0.004520477352802858,-5.321842832250192e-06,-0.0013962634015954598
0.004818999370977911,-5.738658471666317e-06,-0.0013962634015954598
0.005245459396942271,-6.3341093851179245e-06,-0.0015707963267949099
0.005671919312485484,-7.003991604934604e-06,-0.0015707963267949099
0.006013087244920054,-7.539897380787948e-06,-0.0019198621771937539
0.006354254969503085,-8.194893196037674e-06,-0.002268928027592626
0.006652776510269167,-8.87221824901993e-06,-0.002792526803190948
0.007036589411239109,-9.944028848457011e-06,-0.003316125578789242
0.0074630475080824515,-1.1358222635501152e-05,-0.00436332312998583
0.007761566975532534,-1.2660767798794867e-05,-0.004886921905584096
0.008060085720051192,-1.4119617204045662e-05,-0.005410520681182389
0.00835860365979782,-1.5734770451301707e-05,-0.005759586531581318
0.008785057028033599,-1.8190992687353353e-05,-0.006108652381980162
0.009168864264417919,-2.0535566839276457e-05,-0.006632251157578456
0.009510025114335035,-2.2798264457399228e-05,-0.0069813170079773
0.009765895143811503,-2.4584603267438266e-05,-0.007155849933176778
0.01010705476221738,-2.7025931970531896e-05,-0.007330382858376171
0.010533503746114233,-3.0152022285241962e-05,-0.007504915783575622
0.011002597021089808,-3.3672593906101624e-05,-0.007679448708775044
0.01142904488779455,-3.694754280455207e-05,-0.007679448708775044
0.011855492754499293,-4.0222491703002515e-05,-0.007679448708775044
0.012281940621204036,-4.349744060145296e-05,-0.007679448708775044
0.0128363228479202,-4.775487416943854e-05,-0.007853981633974494
0.013348059594267993,-5.177412781961449e-05,-0.007853981633974494
0.013859796340615786,-5.5793381469790434e-05,-0.00802851455917389
0.01437153237767729,-5.99019499695683e-05,-0.00802851455917389
0.014883268414738794,-6.401051846934617e-05,-0.00802851455917389
0.015437649121555423,-6.846146767743886e-05,-0.00820304748437334
0.01599202904309117,-7.300917450368333e-05,-0.00820304748437334
0.01654640896462692,-7.75568813299278e-05,-0.008377580409572788
0.016930209893419795,-8.077227969552675e-05,-0.00872664625997166
0.017399298517116583,-8.486595409667762e-05,-0.009075712110370504
0.017783097107608156,-8.834929525212404e-05,-0.009424777960769348
0.018081606158536673,-9.116276008025316e-05,-0.009773843811168248
0.01842275821643134,-9.449723318919159e-05,-0.010122909661567122
0.018763909089591167,-9.795079062576827e-05,-0.01029744258676657
0.01910505935479549,-0.0001014638900692689,-0.010471975511965964
0.019531496413366475,-0.0001059296917485307,-0.010646508437165414
0.01995793268601303,-0.00011046992066664243,-0.010646508437165414
0.020384368958659582,-0.00011501014958475415,-0.010646508437165414
0.020896092485835443,-0.00012045842428648822,-0.010821041362364864
0.02136517150694078,-0.00012553454590701242,-0.010995574287564258
0.021834249634951286,-0.00013069253718351042,-0.01117010721276371
0.022388613622964702,-0.00013688509991801543,-0.01117010721276371
0.02294297761097812,-0.00014307766265252045,-0.011344640137963128
0.02353998380964692,-0.00014985077370745,-0.01151917306316258
0.02405170238745692,-0.00015574560929841234,-0.01169370598836203
0.0246060630570612,-0.00016222843547615095,-0.012042771838760874
0.025160421429958713,-0.00016890476963356656,-0.012217304763960296
0.025714778629172742,-0.00017567785747723516,-0.012217304763960296
0.026183850105430766,-0.00018140893180649322,-0.012217304763960296
0.02665292158168879,-0.00018714000613575128,-0.012042771838760874
0.027036708147540913,-0.0001917620836293467,-0.01169370598836203
0.0274204963034208,-0.0001962501940600888,-0.01151917306316258
0.0278469284515958,-0.00020116255705255738,-0.01186823891356145
0.028273358859052935,-0.00020622377264316495,-0.012042771838760874
0.028742431328427753,-0.00021187297846867047,-0.012391837689159746
0.029168859027384565,-0.00021715747179451784,-0.01256637061435914
0.029595285797528438,-0.0002225163907131849,-0.01274090353955859
0.03010699679153792,-0.0002290364039310786,-0.01274090353955859
0.0306187077855474,-0.00023555641714897229,-0.01274090353955859
0.03113041877955688,-0.00024207643036686598,-0.01274090353955859
0.03164212977356636,-0.0002485964435847597,-0.01274090353955859
0.03215384076757584,-0.00025511645680265343,-0.01308996938995749
0.032793476626226274,-0.0002634897488655619,-0.013613568165555756
0.03330518173560649,-0.0002704563116273465,-0.013962634015954599
0.03381688438202274,-0.00027760149274023575,-0.013962634015954599
0.03432858702843899,-0.000284746673853125,-0.013962634015954599
0.03479764778765389,-0.00029129642320660683,-0.013613568165555756
0.03526671080458575,-0.0002976824390715761,-0.01308996938995749
0.03569313471035271,-0.00030326463378018174,-0.01274090353955859
0.036076917955859815,-0.000308154643693602,-0.01256637061435914
0.0364607020489893,-0.0003129776707204023,-0.01256637061435914
0.036887128819133176,-0.00031833658963906935,-0.01291543646475804
0.037270911205327203,-0.00032329358229015137,-0.013613568165555756
0.03769733212981072,-0.00032909905125830523,-0.013788101090755206
0.038081110044079665,-0.00033439095529190824,-0.013962634015954599
